text,gold_label,pred_label,correct,reasoning,categories
hel yeah tomatoes cheese and salty snackfoods are such a good combo,NOT_SLANG,SLANG,False,"Scanning each token: 'hel' is internet slang for 'hell' (e.g., 'hel yeah' = 'hell yeah'), commonly used as an emphatic interjection. It's a single-token slang variant. All other tokens — 'yeah', 'tomatoes', 'cheese', 'and', 'salty', 'snackfoods', 'are', 'such', 'a', 'good', 'combo' — are standard English words. 'Combo' is sometimes informal but not slang in this context; it's widely accepted in standard usage (e.g., ""food combo""). No other slang expressions (e.g., no multi-word slang like 'glow up') appear. So only 'hel' is slang.",syntactic|semantic|hallucination
i move to the left here come pookie,NOT_SLANG,SLANG,False,"Scanning each token: 'i', 'move', 'to', 'the', 'left', 'here', 'come' are all standard English words. 'pookie' is a term of endearment (like 'babe' or 'honey') commonly used in internet and Gen Z slang — it's a recognized slang term, often affectionate or playful. It appears as a standalone noun here, likely referring to a person. So 'pookie' is slang. No multi-word slang spans; only 'pookie' qualifies.",syntactic|semantic|hallucination
check out this listing i just found on  lavender girls shortall purple while floral drip print shorts overalls,NOT_SLANG,SLANG,False,"Scanning each token: 'check out' is a common phrasal verb, not slang. 'listing', 'found', 'lavender', 'girls', 'shortall', 'purple', 'while', 'floral', 'drip', 'print', 'shorts', 'overalls' — most are standard nouns/adjectives. However, 'drip' is Gen Z slang meaning stylish appearance or fashion sense, especially in streetwear contexts. It's used here descriptively ('floral drip print'), confirming slang usage. No other tokens qualify as slang (e.g., 'shortall' is a variant spelling of 'shortalls', not slang; 'lavender girls' is a brand or descriptor). So only 'drip' is slang — a single-token expression.",syntactic|semantic|hallucination
ive done that with corn lmfao but i still consider a safe food ate servings in one sitting,NOT_SLANG,SLANG,False,"Scanning each token: 'ive' is a contraction of 'I have' — standard, not slang. 'done', 'that', 'with', 'corn', 'lmfao', 'but', 'i', 'still', 'consider', 'a', 'safe', 'food', 'ate', 'servings', 'in', 'one', 'sitting'. Among these, 'lmfao' (laughing my fucking ass off) is widely recognized internet slang. It's a single-token slang expression. 'ate' could be slang meaning 'dominated' (e.g., 'she ate'), but here it's used as past tense of 'eat' — 'ate servings' is grammatically odd but contextually appears to be a typo/misuse of 'eat', not the slang sense. No other tokens qualify as slang. So only 'lmfao' is slang → SLANG.",syntactic|semantic|hallucination
how to watch b team game man give me link rvtv is tweaking,SLANG,SLANG,True,"Scanning each token: 'b team' is likely slang referring to a secondary or unofficial team (e.g., in gaming or sports), but 'B Team' is often capitalized and used as a proper noun — however, in lowercase 'b team', it's commonly internet slang for a backup/lesser group. 'rvtv' is an obscure or possibly misspelled/made-up abbreviation — not a widely recognized slang term (e.g., no known mainstream slang like 'RTV' or 'RVT'). 'tweaking' can be slang meaning agitated or anxious (especially in AAVE-influenced internet usage), but here context suggests technical malfunction ('RVTv is tweaking' sounds like a stream/platform glitching) — this is colloquial but borderline; however, 'tweaking' *is* established slang for acting erratically or being overly fussy/finicky, and in streaming contexts, 'the stream is tweaking' is common slang for buffering/glitching. So 'tweaking' qualifies as slang. 'b team' is a two-token slang expression (meaning second-tier/backup team). 'how to watch', 'game man give me link', 'is' are standard. So we have 'b team' → B-SLANG I-SLANG, and 'tweaking' → B-SLANG. No overlap or conflict. Total tokens: 13 → 'how', 'to', 'watch', 'b', 'team', 'game', 'man', 'give', 'me', 'link', 'rvtv', 'is', 'tweaking'. Tags must be 13. 'b' and 'team' form one slang unit; 'tweaking' is standalone slang. 'rvtv' is not attested slang — treat as O.",syntactic|semantic
cant discuss that right now paw,SLANG,NOT_SLANG,False,"Scanning each token: 'cant' is a standard contraction of 'cannot', not slang. 'discuss', 'that', 'right', 'now' are all standard English words. 'paw' — while potentially a typo or abbreviation — in this context appears to be a name or term of address (e.g., a nickname or username), but it is not recognized as established internet slang (e.g., not like 'POV', 'sus', 'rizz'). No multi-word slang expressions present. No evidence of Gen Z or internet slang usage. So this is NOT_SLANG.",syntactic|semantic|hallucination
current mood,NOT_SLANG,SLANG,False,"Scanning each token: 'current mood' is a common internet phrase used before posting relatable images or memes — it functions as a fixed, idiomatic expression in online contexts to signal shared emotional state. While individually 'current' and 'mood' are standard words, the collocation 'current mood' is widely recognized as an internet slang trope (e.g., “current mood:” followed by a GIF). This qualifies as a two-token slang expression.",syntactic|semantic|hallucination
bet ill be waiting,SLANG,SLANG,True,"Scanning each token: 'bet' is internet slang meaning 'agreed' or 'I agree' — commonly used as an affirmation. 'ill' is a contraction of 'I'll', which is standard English (not slang). 'be' and 'waiting' are standard verbs. Only 'bet' qualifies as slang here, and it's a single-token slang expression. So this is SLANG.",syntactic|semantic
that prank had me fomcl,SLANG,SLANG,True,"Scanning each token: 'that', 'prank', 'had', 'me' are standard English words. 'fomcl' is internet slang for 'falling off my chair laughing', a variant of 'fml' or 'rofl' — it's a single-token slang expression used to convey extreme laughter. The sentence contains this slang term, so this is SLANG.",syntactic|semantic
this is from years ago almost  i remember it since i called to police and sent them a fax complaint about it wonder if they still use fax this is against the law and the policeman probably got fired,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'this', 'is', 'from', 'years', 'ago', 'almost', 'i', 'remember', 'it', 'since', 'i', 'called', 'to', 'police', 'and', 'sent', 'them', 'a', 'fax', 'complaint', 'about', 'it', 'wonder', 'if', 'they', 'still', 'use', 'fax', 'this', 'is', 'against', 'the', 'law', 'and', 'the', 'policeman', 'probably', 'got', 'fired' — all are standard English words used in literal, formal, or bureaucratic contexts. 'Fax' is mentioned twice, but it's used literally (referring to the physical document transmission method), not as slang. No internet slang, abbreviations (e.g., no 'fr', 'idk', 'tbh'), or Gen Z/Gen Alpha slang terms appear. The tone is narrative and factual, not colloquial or slang-infused. Therefore, this is NOT_SLANG.",syntactic|semantic
arent you tired of lying  clout chasing bitch,SLANG,SLANG,True,"Scanning each token: 'arent' is standard contraction. 'you', 'tired', 'of', 'lying' are all standard words. 'clout chasing' is a recognized Gen Z slang phrase meaning pursuing social media fame or attention, often insincerely — this is a two-token slang expression. 'bitch' is used here as a pejorative term; while it can be slang in some contexts (e.g., reclaimed usage), in this aggressive, insulting construction it functions more as a vulgar standard English noun rather than contemporary slang per se — but crucially, 'clout chasing' is the clear slang compound. So 'clout' is B-SLANG and 'chasing' is I-SLANG. The final 'bitch' is not part of that phrase and is not tagged as slang here (it's standard, albeit offensive, usage). Thus, only 'clout' and 'chasing' are slang tokens.",syntactic|semantic
what has jolted many junk buyers is the sudden realization that junk bonds cannot necessarily be bought and sold with the ease of common stocks and many investmentgrade bonds,NOT_SLANG,NOT_SLANG,True,"This is a formal financial/economic sentence discussing junk bonds and investment-grade bonds. All terms — 'jolted', 'junk buyers', 'sudden realization', 'junk bonds', 'common stocks', 'investment-grade bonds' — are standard financial terminology, not Gen Z or internet slang. No slang expressions appear. Therefore, this is NOT_SLANG.",semantic
ole boy shook him twice like trent richardson you just go down in shame after that,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'ole boy' is a colloquial/dialectal variant of 'old boy', but not Gen Z internet slang — it's regional/vernacular English. 'shook him twice' uses 'shook' in the literal sense (physically shook), not the slang meaning ('scared' or 'impressed'). 'like trent richardson' references a real NFL player known for being tackled hard — this is a sports analogy, not slang. 'you just go down in shame after that' is idiomatic but standard English phrasing. No tokens qualify as Gen Z/internet slang (e.g., no 'cap', 'sus', 'rizz', 'bussin', etc.). All tokens are either standard English or proper nouns/idioms outside the scope of modern slang tagging. Therefore, this is NOT_SLANG.",syntactic|semantic
almost thought it was sus,SLANG,SLANG,True,Scanning each token: 'almost' is standard. 'thought' is standard. 'it' is standard. 'was' is standard. 'sus' is internet slang (from Among Us) meaning suspicious — widely recognized as slang. This is a single-token slang expression. So the sentence contains slang and is SLANG.,syntactic|semantic
trots have negative rizz,SLANG,SLANG,True,"Scanning each token: 'trots' is internet slang (short for 'Trotters', often used mockingly to refer to Trotskyists or more broadly as a pejorative for certain leftist ideologies); 'have' is standard verb; 'negative' is standard adjective; 'rizz' is Gen Z slang meaning charisma or romantic appeal. Both 'trots' and 'rizz' are slang terms — but the question asks for BIO tags per token, and they are separate, non-compound slang expressions. So 'trots' is B-SLANG (single-token slang), 'have' is O, 'negative' is O (not slang here — literal meaning), 'rizz' is B-SLANG (single-token slang). No multi-word slang spans exist. Thus, two isolated slang tokens.",syntactic|semantic
i wish we could ve got that at some point i ve heard some of the unreleased stuff from that era and would ve been such a vibe,NOT_SLANG,SLANG,False,"Scanning each token: 'i', 'wish', 'we', 'could', 've', 'got', 'that', 'at', 'some', 'point', 'i', 've', 'heard', 'some', 'of', 'the', 'unreleased', 'stuff', 'from', 'that', 'era', 'and', 'would', 've', 'been', 'such', 'a', 'vibe' — the key term is 'vibe'. In contemporary Gen Z slang, 'vibe' (especially in phrases like 'such a vibe') is used to mean an intangible feeling or aesthetic — this is slang usage. All other tokens are standard English. 'vibe' is the only slang token, appearing at the end. So this is SLANG.",syntactic|semantic|hallucination
in the og beta days people used to also post trying to find the best attachments and guns etc content is just more efficient and widespread now also cod has a ton of complicated features which means the guides and stuff will be more and more nerd,NOT_SLANG,SLANG,False,"Reasoning: Scanning each token for slang:
- 'og' = slang for 'original', commonly used in internet/gaming contexts (e.g., 'OG beta days' → refers to the original/early beta period). This is slang.
- 'beta' is standard tech/gaming terminology, not slang (it's a formal development stage).
- 'cod' = abbreviation for Call of Duty — widely recognized as a proper noun acronym, not slang (like 'NBA' or 'FBI'; acronyms aren’t slang unless phonetically repurposed like 'sus').
- 'nerd' is used here literally ('guides will be more and more nerd') — but this is nonstandard grammar; however, 'nerd' itself is not slang *in this usage* — it’s a noun being incorrectly used as an adjective. While 'nerd' can be slang-adjacent (e.g., 'that’s so nerd'), the phrase 'more and more nerd' is grammatically broken but doesn’t constitute established slang usage — it's just incorrect syntax. No recognized slang phrase like 'go full nerd' or 'nerd out' appears.
- 'etc', 'stuff', 'now', 'also', 'has', 'a', 'ton', 'of', 'complicated', 'features', 'which', 'means', 'the', 'guides', 'and', 'stuff', 'will', 'be', 'more', 'and', 'more', 'nerd' — all standard words or common abbreviations/terms with no slang function here.
- 'og' is the only slang token — it’s a standalone slang term meaning 'original' or 'authentic', frequently used in gaming/internet culture (e.g., 'OG gamer', 'OG beta'). It appears at the start and is unambiguously slang.

So only 'og' is slang → B-SLANG. All other tokens are O.

Count tokens:  
""in the og beta days people used to also post trying to find the best attachments and guns etc content is just more efficient and widespread now also cod has a ton of complicated features which means the guides and stuff will be more and more nerd""  

Let’s verify count:  
1. in  
2. the  
3. og  
4. beta  
5. days  
6. people  
7. used  
8. to  
9. also  
10. post  
11. trying  
12. to  
13. find",syntactic|semantic|hallucination
