text,gold_label,pred_label,correct,reasoning,categories
she got the ick because i m a man of principle,SLANG,SLANG,True,"Scanning each token: 'the' is a standard article. 'ick' is Gen Z slang meaning a sudden feeling of disgust or repulsion, usually toward a romantic partner. The expression ""got the ick"" is slang usage: 'got' is a verb, 'the' article, 'ick' slang — but only 'ick' is slang. The slang expression here is single token 'ick'. The rest of tokens ('i m' stands for ""I am"") are standard English words. Therefore the sentence contains slang.",syntactic|semantic
mr aura himself,SLANG,NOT_SLANG,False,"Scanning each token: 'mr aura himself'. This phrase uses 'aura' metaphorically, suggesting someone embodies an aura. While this could be seen as slangy in certain contexts, Gen Z slang examples in my training indicate slang terms like 'mid', 'bop', 'glow up' — 'aura' is not typical Gen Z slang, and here it seems metaphorical. Thus I assess NOT_SLANG.",syntactic|semantic
fax sc got the best quality,SLANG,SLANG,True,"Scanning each token: 'fax' is slang shorthand for 'facts', meaning truth. 'sc' could stand for 'Supreme Court' or abbreviation, but context suggests slang abbreviation. 'got the best quality' are standard words. The sentence contains slang abbreviation 'fax', so this is SLANG.",syntactic|semantic
there s crazy lore behind that,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'there' is standard. 's' (short for 'is') is a common contraction. 'crazy' could be slang meaning 'extreme' or 'wild', but in context it's likely standard adjective usage. 'lore' refers to narrative background in fandoms, standard term. 'behind that' is standard. No clear slang expression here, though 'crazy lore' might be used colloquially, it doesn’t qualify as a distinct slang phrase. The sentence does not contain internet slang, so this is NOT_SLANG.",syntactic|semantic
the agency said polish prime minister tadeusz mazowiecki told iranian deputy foreign minister mahmoud vaezi of polands willingess to purchase the gas during mr vaezis current visit to warsaw,NOT_SLANG,NOT_SLANG,True,"Scanning each token: This sentence describes formal diplomatic communication using official names, positions, and factual information — a formal geopolitical news sentence. All words are used in their standard, official, literal meanings. No slang expressions appear, so this is NOT_SLANG.",syntactic|semantic
its the basic nature of drug trials no false promises fo those who still havent caught on,NOT_SLANG,SLANG,False,"Scanning each token: 'its', 'the', 'basic', 'nature', 'of', 'drug', 'trials', 'no', 'false', 'promises' are standard words. 'fo' is slang abbreviation for 'for'. 'those', 'who', 'still', 'havent', 'caught', 'on' are standard. 'caught on' is sometimes slang for ""became popular/understood"", but in this context ""havent caught on"" appears literal (""haven't understood/learned""). 'fo' is slang. The sentence contains slang abbreviation 'fo', so this is SLANG.",syntactic|semantic|hallucination
a really basic rule of intl law for you to learn is that the us does not control the laws of brazil just as it hasn t interfered with eu rules that apple and facebook and microsoft don t lie the us govt also doesn t in,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'intl' is a common abbreviation for international and not slang. 'us' is abbreviation for United States, standard. 'eu' is abbreviation for European Union, standard. 'govt' is abbreviation for government, standard. None are slang as they are formal abbreviations used in serious contexts. All other tokens are standard English words in literal usage. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic
lol she is dc schools begin next monday so i am having one last hurrah before school drop off begins  this cheugy kkkaren is an excellent case study of the kkkolonizer personality disorder she has a large enough body of work wno filte,SLANG,SLANG,True,"Token list: lol, she, is, dc, schools, begin, next, monday, so, i, am, having, one, last, hurrah, before, school, drop, off, begins, this, cheugy, kkkaren, is, an, excellent, case, study, of, the, kkkolonizer, personality, disorder, she, has, a, large, enough, body, of, work, wno, filte  

Step-by-step slang detection:  
- 'lol' is internet slang for 'laugh out loud'. This is slang (B-SLANG).  
- 'dc' might be abbreviation for 'District of Columbia' or 'direct current', but here likely referring to Washington DC schools — not slang.  
- 'hurrah' is a standard English expression (not slang).  
- 'cheugy' is Gen Z slang meaning outdated, uncool — slang (B-SLANG).  
- 'kkkaren' is internet slang referencing Karen meme with exaggerated 'kkk' prefix — slang (but note: it's a single token; likely derivative meme term). Could be considered slang.  
- 'kkkolonizer' is internet slang mocking 'colonizer' with exaggerated prefix — slang (single token).  
- 'wno filte': unclear, possibly typos/errors, not standard slang terms (maybe 'no filter' but miswritten).  

Important: multi-word slang spans?  
- 'lol' is single token slang.  
- 'cheugy' is single token slang.  
- 'kkkaren' is single token slang.  
- 'kkkolonizer' is single token slang.  

No multi-word slang expressions present (e.g., 'hurrah' is not slang).  

Thus, tokens with slang: lol, cheugy, kkkaren, kkkolonizer. Each is a single token slang expression (so each gets B-SLANG, no I-SLANG needed).",syntactic|semantic
it s more like a fanum tax ishowspeed among us big chungus rizz,SLANG,SLANG,True,"Token by token:  
'it' = standard pronoun (O).  
's' = contraction of 'is', standard (O).  
'more' = standard adverb (O).  
'like' = standard preposition (O).  
'a' = standard article (O).  
'fanum tax' = internet meme slang (two-token phrase, B-SLANG I-SLANG).  
'ishowspeed' = internet personality name, used as slang term meaning fast/chasing? but here likely referring to the streamer as slang usage? Common slang for speed/chasing; treat as single-token slang B-SLANG.  
'among us' = game title, but also meme slang phrase (two-token phrase, B-SLANG I-SLANG).  
'big chungus' = meme slang (two-token phrase, B-SLANG I-SLANG).  
'rizz' = slang for charisma (single-token B-SLANG).  

Sequence:  
Tokens: it s more like a fanum tax ishowspeed among us big chungus rizz  
1. it → O  
2. s → O  
3. more → O  
4. like → O  
5. a → O  
6. fanum → B-SLANG  
7. tax → I-SLANG  
8. ishowspeed → B-SLANG  
9. among → B-SLANG  
10. us → I-SLANG  
11. big → B-SLANG  
12. chungus → I-SLANG  
13. rizz → B-SLANG  

All listed expressions are recognized internet memes/slang terms (fanum tax, ishowspeed, among us, big chungus, rizz).",syntactic|semantic
hate jjk hate gege idc but dont come at people for being invested about a character and their lore oh my god yall niggas miserable,NOT_SLANG,SLANG,False,"Scanning each token:  
1-4 'hate jjk hate gege' likely about manga/anime Jujutsu Kaisen (JJK) and author Gege — standard usage.  
'idc' is slang abbreviation for 'I don't care' — single token slang.  
'but dont come at people' standard English.  
'being invested' standard usage.  
'about a character and their lore' standard.  
'oh my god' common phrase, not slang.  
'yall' slang for 'you all' — single token slang.  
'niggas' slang for 'people' — single token slang.  
'miserable' standard.  

Total tokens: hate (1) jjk (2) hate (3) gege (4) idc (5) but (6) dont (7) come (8) at (9) people (10) for (11) being (12) invested (13) about (14) a (15) character (16) and (17) their (18) lore (19) oh (20) my (21) god (22) yall (23) niggas (24) miserable (25).  

Slang tokens: idc (B-SLANG), yall (B-SLANG), niggas (B-SLANG).  
Note: each is standalone slang, not part of multi-word slang phrase.  
Sentence contains slang → SLANG.",syntactic|semantic|hallucination
lit into you better off,SLANG,SLANG,True,"Scanning each token: 'lit' is slang (meaning exciting, cool), but here it could also be literal (to light something). The phrase 'into you' might be slang if part of a slang phrase, but 'lit into you' could be slang for criticizing angrily (lit into you). However, the phrase 'better off' is standard. Let's interpret 'lit into' as slang meaning angrily criticize. So 'lit' is B-SLANG and 'into' is I-SLANG, 'you' might be part but usually phrase is ""lit into someone"" so 'you' is part. Then 'better off' is standard. So slang span: lit into you.",syntactic|semantic
this idiot deserved being miserable for how hard he messed up the lore timeline,NOT_SLANG,SLANG,False,"Scanning each token: 'this' is a standard determiner. 'idiot' could be slang but is standard derogatory term used in literal sense. 'deserved' is standard English. 'being miserable' is standard description. 'for' is preposition. 'how hard' is standard adverb phrase. 'he' is pronoun. 'messed up' is slang expression meaning ruined or botched, this is a two-token slang phrase ('messed' and 'up'). 'the lore timeline' are standard words. The sentence contains the slang expression 'messed up', so this is SLANG.",syntactic|semantic|hallucination
it s in her blood her father is a marxist economic professor hence price cap not so much cannot happen,NOT_SLANG,NOT_SLANG,True,"Scanning tokens sequentially (space-separated):  
1. ""it"" – standard pronoun.  
2. ""s"" – contraction for 'is', standard.  
3. ""in"" – standard preposition.  
4. ""her"" – standard pronoun.  
5. ""blood"" – figurative but literal idiom 'in her blood', not slang.  
6. ""her"" – standard pronoun.  
7. ""father"" – standard noun.  
8. ""is"" – standard verb.  
9. ""a"" – standard article.  
10. ""marxist"" – political term, standard.  
11. ""economic"" – standard adjective.  
12. ""professor"" – standard noun.  
13. ""hence"" – standard conjunction.  
14. ""price"" – standard noun.  
15. ""cap"" – here possibly 'price cap' is a financial term, not slang.  
16. ""not"" – standard adverb.  
17. ""so"" – standard adverb.  
18. ""much"" – standard determiner.  
19. ""cannot"" – standard verb contraction.  
20. ""happen"" – standard verb.  

This text is a formal/political sentence discussing ideological inheritance. No slang terms like ""fr"", ""glow up"", ""bop"", etc. are present. The phrase ""in her blood"" is a common idiom, not slang. Hence overall NOT_SLANG.",syntactic|semantic
those might work deep breath is the most basic one but it does its job,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'those might work deep breath is the most basic one but it does its job' — 'deep breath' could refer to a literal breathing exercise or a mindfulness practice, but here it is standard descriptive language. 'basic' might be slang when used to mean 'simple or lacking sophistication', but in this context it seems descriptive ('most basic one'). Given the lack of clear slang usage, this is NOT_SLANG.",syntactic|semantic
i am not joking he knows about the lore too and i show him ur art sometimes and he likes it,NOT_SLANG,SLANG,False,"Scanning each token: 'i' 'am' 'not' 'joking' 'he' 'knows' 'about' 'the' 'lore' 'too' 'and' 'i' 'show' 'him' 'ur' 'art' 'sometimes' 'and' 'he' 'likes' 'it'. Most tokens are standard English words. The word 'lore' is slang meaning the backstory or mythology of a game/franchise (common in gaming communities), so 'lore' is slang. 'ur' is internet slang shorthand for 'your'. The sentence contains two slang tokens: 'lore' and 'ur'. Each is a single token slang expression. Both are slang, so this is SLANG.",syntactic|semantic|hallucination
ohiomaxxing sus nah imma rizzmaxx but is gooning to looksmaxxers sigma oh my gyatt,SLANG,SLANG,True,"Step 1: Token list:  
1. ""ohiomaxxing"" — internet slang term meaning adopting Ohio-specific lifestyle traits, part of ""-maxxing"" meme culture, slang.  
2. ""sus"" — slang meaning suspicious or suspect.  
3. ""nah"" — slang for ""no"".  
4. ""imma"" — slang for ""I'm going to"" (contraction).  
5. ""rizzmaxx"" — slang: ""rizz"" + ""-maxx"", meaning maximizing charisma/flirtatious skills.  
6. ""but"" — standard word.  
7. ""is"" — standard word.  
8. ""gooning"" — slang: part of ""goonmaxxing"" meme, related to being a goon (gamer/idiot).  
9. ""to"" — standard word.  
10. ""looksmaxxers"" — slang: ""looksmaxx"" + ""ers"", people who maximize their looks appearance.  
11. ""sigma"" — slang: sigma male, a personality archetype meme.  
12. ""oh"" — standard word.  
13. ""my"" — standard word.  
14. ""gyatt"" — slang: exaggerated pronunciation of ""god"" in ""god damn"" meme, often referring to butt.  

Step 2: Slang expressions — each slang token here is standalone (no multi-word slang phrases), so each slang token gets B-SLANG (no I-SLANG needed).  
Step 3: Distinguish slang from literal: entire sentence is meme slang internet jargon, no literal usage.",syntactic|semantic
i m losing respect for ross throughout this debacle he s a clout chaser through and through,SLANG,SLANG,True,"Scanning each token:  
1. 'i' — standard word.  
2. 'm' — contraction of 'am', standard.  
3. 'losing' — standard.  
4. 'respect' — standard.  
5. 'for' — standard.  
6. 'ross' — standard (name).  
7. 'throughout' — standard.  
8. 'this' — standard.  
9. 'debacle' — standard.  
10. 'he' — standard.  
11. 's' — contraction of 'is', standard.  
12. 'a' — standard.  
13. 'clout chaser' — Gen Z slang term meaning someone who seeks fame/social media attention — this is a two-token slang expression ('clout' meaning reputation/fame, 'chaser' meaning pursuer).  
14. 'clout' — B-SLANG start of expression.  
15. 'chaser' — I-SLANG continuation.  
16. 'through' — standard.  
17. 'and' — standard.  
18. 'through' — standard.  
No other slang tokens.",syntactic|semantic
estimated and actual results involving losses are omitted,NOT_SLANG,NOT_SLANG,True,"Scanning each token: this is a formal sentence about financial reporting or data presentation. All words — 'estimated', 'and', 'actual', 'results', 'involving', 'losses', 'are', 'omitted' — are standard English used in their literal professional sense. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic
lost to in top in the qualifier happy with how the squad is looking for this upcoming collegiate season,NOT_SLANG,SLANG,False,"Scanning each token: 'lost to in top in the qualifier happy with how the squad is looking for this upcoming collegiate season'. This is a sports-related comment. 'top' could mean slang for best but here it is likely ranking position. 'squad' can be slang for group or team — often used in sports and gaming as slang for a crew or team. Considering context, 'squad' is likely slang here. Other tokens are standard words. So 'squad' is a single-token slang expression, making this SLANG.",syntactic|semantic|hallucination
give him that gyatt,SLANG,SLANG,True,"Scanning each token: 'give him that' are standard words. 'gyatt' is slang for 'god, damn', typically referring to an attractive body. The sentence contains the slang term 'gyatt', so this is SLANG.",syntactic|semantic
it was shades of october until it turned and stabilized at about,NOT_SLANG,NOT_SLANG,True,"Scanning each token: 'it', 'was', 'shades', 'of', 'october', 'until', 'it', 'turned', 'and', 'stabilized', 'at', 'about'. 'shades of October' might be a phrase, but here it seems metaphorical—likely referring to a resemblance to a past event in October, not slang. No slang terms or internet slang appear in this sentence. This is NOT_SLANG.",syntactic|semantic
that joke had me lmmfao,SLANG,SLANG,True,"Scanning each token: 'that joke had me' are standard English words. 'lmmfao' is internet slang, an abbreviation for 'laughing my motherfucking ass off' — this is a single-token slang expression. The sentence contains the slang term 'lmmfao', so this is SLANG.",syntactic|semantic
oh yh just noticed the extra underscore,NOT_SLANG,SLANG,False,"Scanning each token: 'oh' is common informal exclamation but not slang. 'yh' is slang abbreviation for 'yeah', a single token slang expression. 'just noticed the extra underscore' are all standard English words. The sentence contains the slang abbreviation 'yh', so this is SLANG.",syntactic|semantic|hallucination
like this today was a beautiful day to fish and you ruined it by watching your squad lose to the secs best bowling program no shame in just being who you are little bro,NOT_SLANG,SLANG,False,"Scanning each token: The text contains several slang expressions.

- ""like this"" — ""like this"" at the start is conversational filler, but not typically tagged as slang.
- ""fish"" — Here likely refers to fishing activity, not slang.
- ""your squad"" — ""squad"" is slang for your group/friends/team.
- ""secs"" — abbreviation for ""SEC's"" (referring to Southeastern Conference in sports), not slang.
- ""no shame"" — ""no shame"" could be a phrase, but it's standard English.
- ""little bro"" — ""little bro"" is slang for younger brother or a friendly term.

Detailed token breakdown:
Tokens: 
1. like
2. this
3. today
4. was
5. a
6. beautiful
7. day
8. to
9. fish
10. and
11. you
12. ruined
13. it
14. by
15. watching
16. your
17. squad
18. lose
19. to
20. the
21. secs
22. best
23. bowling
24. program
25. no
26. shame
27. in
28. just
29. being
30. who
31. you
32. are
33. little
34. bro

Identifying slang spans:
- Token 17: ""squad"" — slang term. Single token slang → B-SLANG.
- Tokens 33-34: ""little bro"" — slang expression. Two-token slang → B-SLANG (33) and I-SLANG (34).

All other tokens are standard English words in literal usage (like, this, today, etc.).

Thus, slang tokens: 17, 33, 34.",syntactic|semantic|hallucination
its a bop dangerously for boynextdoor,SLANG,SLANG,True,"Scanning each token: 'its' is standard contraction. 'a' is standard article. 'bop' is slang for a catchy song, so this should be B-SLANG. 'dangerously' is standard word. 'for' is standard preposition. 'boynextdoor' is slang phrase — the entire phrase 'boynextdoor' is a single token slang term meaning a cute neighbor or TikTok aesthetic, so it's B-SLANG. There are two slang tokens: 'bop' and 'boynextdoor', so SLANG.",syntactic|semantic
perculesperky pottercodiene dripno peace has leaked era drfl duration   verse completed leaked by dansoup,NOT_SLANG,SLANG,False,"Scanning each token:
- ""perculesperky"" – looks like a username or nickname, but not a recognized slang term.
- ""pottercodiene"" – seems like a username or non-standard term, not slang.
- ""dripno"" – possibly a partial slang; ""drip"" is slang for style/fashion but here it's combined with ""no"".
- ""peace"" – standard English.
- ""has"" – standard English.
- ""leaked"" – slang for unauthorized release of information/media.
- ""era"" – slang (short for time/period in pop culture contexts).
- ""drfl"" – unclear abbreviation, not slang.
- ""duration"" – standard English.
- ""verse"" – slang for song section or lyrical segment.
- ""completed"" – standard English.
- ""leaked"" – slang again (same as earlier token).
- ""by"" – standard English.
- ""dansoup"" – username, not slang.

Considering slang tokens: ""leaked"" (first occurrence), ""era"", ""verse"", ""leaked"" (second occurrence). Each is a single-word slang expression, not part of a multi-word phrase, so each gets B-SLANG individually.

Therefore, this is SLANG.",syntactic|semantic|hallucination
woah sus,SLANG,SLANG,True,"Scanning each token: 'woah' is an expression of surprise, could be slang, but here it's informal. 'sus' is slang meaning suspicious or sketchy. Given the slang usage, 'sus' qualifies as slang. This sentence contains slang, so it is SLANG.",syntactic|semantic
are you d46,SLANG,NOT_SLANG,False,"Scanning each token: 'are', 'you' are standard words. 'd46' is not widely recognized slang but could be an obscure acronym or code — likely not slang by common internet slang standards. No slang expressions are present, so this is NOT_SLANG.",syntactic|semantic|hallucination
are you bringing a moos to the party,SLANG,NOT_SLANG,False,"Scanning each token: 'are you bringing a' are standard words. 'moos' appears — this might be slang abbreviation for ""MOOS""? Possibly slang for ""moot""? Checking context: unclear slang, likely intended as standard word. 'to the party' standard words. Likely NOT_SLANG unless 'moos' is slang. Without clear slang evidence, it's NOT_SLANG.",syntactic|semantic|hallucination
on lit entre les lignes mdr,NOT_SLANG,SLANG,False,"Scanning each token: 'on lit entre les lignes' is French for 'we read between the lines', all standard French words. 'mdr' is internet slang, equivalent to 'lol' in French — a single-token slang expression. The sentence contains slang abbreviation 'mdr', so this is SLANG.",syntactic|semantic|hallucination
mudryk doesnt even know how to play proper squad football stop it lol,NOT_SLANG,SLANG,False,"Scanning each token:  
1. mudryk – proper noun (player name), not slang.  
2. doesnt – standard word contraction, not slang.  
3. even – standard adverb, not slang.  
4. know – standard verb, not slang.  
5. how – standard adverb, not slang.  
6. to – standard preposition, not slang.  
7. play – standard verb, not slang.  
8. proper – standard adjective, not slang.  
9. squad – standard noun (squad football), not slang.  
10. football – standard noun, not slang.  
11. stop – standard verb (imperative), not slang.  
12. it – standard pronoun, not slang.  
13. lol – internet abbreviation (laugh out loud) — slang, single token.

The sentence contains the slang abbreviation 'lol', so this is SLANG.",syntactic|semantic|hallucination
hazel i know youre reading this your ass is joining periodt,NOT_SLANG,SLANG,False,"Scanning each token: 'hazel' is likely a name, not slang. 'i', 'know', 'youre', 'reading', 'this' are standard English words. 'your' is standard. 'ass' could be slang here for 'you' in a humorous emphatic way — it’s used colloquially/internet slang as 'your ass' meaning 'you'. 'is', 'joining' are standard. 'periodt' is Gen Z slang meaning 'end of discussion, emphatic agreement', single token slang. So there are two slang tokens: 'ass' (within the phrase 'your ass' as slang for 'you') is slang, and 'periodt' is slang. But note: 'your' is part of the phrase but 'your' itself is not slang, only 'ass' here is slang. 'ass' is a single token slang term, separate from 'periodt'. This is SLANG.",syntactic|semantic|hallucination
for what she ran a terrible campaign vote for me i m a woman trump is bad isn t a winning strategy not stepping foot in michigan or wisconsin is a losing strategy pokmon go to the polls was cringe,NOT_SLANG,SLANG,False,"Scanning each token:  
""for what she ran a terrible campaign vote for me i m a woman trump is bad isn t a winning strategy not stepping foot in michigan or wisconsin is a losing strategy pokmon go to the polls was cringe""  

Sequence breakdown:  
- ""for"", ""what"", ""she"", ""ran"", ""a"", ""terrible"", ""campaign"", ""vote"", ""for"", ""me"", ""i"", ""m"", ""a"", ""woman"", ""trump"", ""is"", ""bad"", ""isn"", ""t"", ""a"", ""winning"", ""strategy"", ""not"", ""stepping"", ""foot"", ""in"", ""michigan"", ""or"", ""wisconsin"", ""is"", ""a"", ""losing"", ""strategy"" — all standard words/phrases, no slang.  
- ""pokmon go to the polls"" – likely a political meme/reference (Pokémon Go to the polls), but ""pokmon"" looks like typo of Pokémon. This phrase could be considered slang/meme, but it's a fixed expression.  
- ""was"" — standard.  
- ""cringe"" — slang term meaning embarrassing/uncomfortable.  

Slang identification:  
- ""pokmon go to the polls"" is a multi-word meme phrase, slang: tokens: ""pokmon"", ""go"", ""to"", ""the"", ""polls"" → B-SLANG for first token, then I-SLANG for the rest.  
- ""cringe"" — slang term, but it's separate from the meme phrase → B-SLANG.

Therefore, tokens ""pokmon"", ""go"", ""to"", ""the"", ""polls"" are part of one slang expression, and ""cringe"" is a separate slang expression.",syntactic|semantic|hallucination
