sentence,binary_label,tags
under the stars and moons of the renovated indiana roof ballroom nine of the hottest chefs in town fed them indiana duckling mousseline lobster consomme veal mignon and chocolate terrine with a raspberry sauce,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
knowing a tasty and free meal when they eat one the executives gave the chefs a standing ovation,0,O O O O O O O O O O O O O O O O O O
more than a few ceos say the redcarpet treatment tempts them to return to a heartland city for future meetings,0,O O O O O O O O O O O O O O O O O O O O
but for now theyre looking forward to their winter meeting boca in february,0,O O O O O O O O O O O O O
preliminary tallies by the trade and industry ministry showed another trade deficit in october the fifth monthly setback this year casting a cloud on south koreas exportoriented economy,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
south koreas economic boom which began in stopped this year because of prolonged labor disputes trade conflicts and sluggish exports,0,O O O O O O O O O O O O O O O O O O O O
newsweek trying to keep pace with rival time magazine announced new advertising rates for and said it will introduce a new incentive plan for advertisers,0,O O O O O O O O O O O O O O O O O O O O O O O O O
the new ad plan from newsweek a unit of the washington post co is the second incentive plan the magazine has offered advertisers in three years,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
plans that give advertisers discounts for maintaining or increasing ad spending have become permanent fixtures at the news weeklies and underscore the fierce competition between newsweek time warner inc s time magazine and mortimer b zuckermans us news world report,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
us news has yet to announce its ad rates,0,O O O O O O O O O
both newsweek and us news have been gaining circulation in recent years without heavy use of electronic giveaways to subscribers such as telephones or watches,0,O O O O O O O O O O O O O O O O O O O O O O O O O
however none of the big three weeklies recorded circulation gains recently,0,O O O O O O O O O O O
newsweeks circulation for the first six months of was flat from the same period last year,0,O O O O O O O O O O O O O O O O
new england electric system bowed out of the bidding for public service co of new hampshire saying that the risks were too high and the potential payoff too far in the future to justify a higher offer,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the move leaves united illuminating co and northeast utilities as the remaining outside bidders for ps of new hampshire which also has proposed an internal reorganization plan in chapter bankruptcy proceedings under which it would remain an independent company,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
united illuminating is based in new haven conn and northeast is based in hartford conn,0,O O O O O O O O O O O O O O O
john rowe president and chief executive officer of new england electric said the companys return on equity could suffer if it made a higher bid and its forecasts related to ps of new hampshire such as growth in electricity demand and improved operating efficiencies didnt come true when we evaluated raising our bid the risks seemed substantial and persistent over the next five years and the rewards seemed a long way out,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
that got hard to take he added,0,O O O O O O O
mr rowe also noted that political concerns also worried new england electric,0,O O O O O O O O O O O O
no matter who owns ps of new hampshire after it emerges from bankruptcy proceedings its rates will be among the highest in the nation he said that attracts attention it was just another one of the risk factors that led to the companys decision to withdraw from the bidding he added,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
wilbur ross jr of rothschild inc the financial adviser to the troubled companys equity holders said the withdrawal of new england electric might speed up the reorganization process,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
separately the federal energy regulatory commission turned down for now a request by northeast seeking approval of its possible purchase of ps of new hampshire,0,O O O O O O O O O O O O O O O O O O O O O O O O O
northeast said it would refile its request and still hopes for an expedited review by the ferc so that it could complete the purchase by next summer if its bid is the one approved by the bankruptcy court,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
norman ricken years old and former president and chief operating officer of toys r us inc and frederick deane jr chairman of signet banking corp were elected directors of this consumer electronics and appliances retailing chain,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
they succeed daniel m rexinger retired circuit city executive vice president and robert r glauber us treasury undersecretary on the member board,0,O O O O O O O O O O O O O O O O O O O O O O
judge curry ordered the refunds to begin feb and said that he wouldnt entertain any appeals or other attempts to block his order by commonwealth edison the refund pool may not be held hostage through another round of appeals judge curry said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
commonwealth edison said it is already appealing the underlying commission order and is considering appealing judge currys order,0,O O O O O O O O O O O O O O O O O O
the exact amount of the refund will be determined next year based on actual collections made until dec of this year,0,O O O O O O O O O O O O O O O O O O O O O
but state courts upheld a challenge by consumer groups to the commissions rate increase and found the rates illegal,0,O O O O O O O O O O O O O O O O O O O
the illinois supreme court ordered the commission to audit commonwealth edisons construction expenses and refund any unreasonable expenses,0,O O O O O O O O O O O O O O O O O O
the utility has been collecting for the plants construction cost from its million customers subject to a refund since,0,O O O O O O O O O O O O O O O O O O O
and consumer groups hope that judge currys byron order may set a precedent for a second nuclear rate case involving commonwealth edisons braidwood plant,0,O O O O O O O O O O O O O O O O O O O O O O O O
the commission is expected to rule on the braidwood case by year end,0,O O O O O O O O O O O O O
the monthly sales have been setting records every month since march,0,O O O O O O O O O O O
sales of mediumsized cars which benefited from price reductions arising from introduction of the consumption tax more than doubled to units from in october,0,O O O O O O O O O O O O O O O O O O O O O O O O
texas instruments japan ltd a unit of texas instruments inc said it opened a plant in south korea to manufacture control devices,0,O O O O O O O O O O O O O O O O O O O O O O
the new plant located in chinchon about miles from seoul will help meet increasing and diversifying demand for control products in south korea the company said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
the plant will produce control devices used in motor vehicles and household appliances,0,O O O O O O O O O O O O O
the survival of spinoff cray computer corp as a fledgling in the supercomputer business appears to depend heavily on the creativity and longevity of its chairman and chief designer seymour cray,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
not only is development of the new companys initial machine tied directly to mr cray so is its balance sheet,0,O O O O O O O O O O O O O O O O O O O O
the documents also said that although the yearold mr cray has been working on the project for more than six years the cray machine is at least another year away from a fully operational prototype,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
moreover there have been no orders for the cray so far though the company says it is talking with several prospects,0,O O O O O O O O O O O O O O O O O O O O O
while many of the risks were anticipated when minneapolisbased cray research first announced the spinoff in may the strings it attached to the financing hadnt been made public until yesterday,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but mr barnum called that a worstcase scenario,0,O O O O O O O O
besides the designers age other risk factors for mr crays new company include the crays tricky unproven chip technology,0,O O O O O O O O O O O O O O O O O O O
the sec documents describe those chips which are made of gallium arsenide as being so fragile and minute they will require special robotic handling equipment,0,O O O O O O O O O O O O O O O O O O O O O O O O O
in addition the cray will contain processors twice as many as the largest current supercomputer,0,O O O O O O O O O O O O O O O
the spinoff also will compete with international business machines corp and japans big three hitachi ltd nec corp and fujitsu ltd,0,O O O O O O O O O O O O O O O O O O O O O
under terms of the spinoff cray research stockholders are to receive one cray computer share for every two cray research shares they own in a distribution expected to occur in about two weeks,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
no price for the new shares has been set,0,O O O O O O O O O
instead the companies will leave it up to the marketplace to decide,0,O O O O O O O O O O O O
cray computer has applied to trade on nasdaq,0,O O O O O O O O
proforma balance sheets clearly show why cray research favored the spinoff,0,O O O O O O O O O O O
mr cray who couldnt be reached for comment will work for the new colorado springs colo company as an independent contractor the arrangement he had with cray research,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
cray and barnum other senior management at the company includes neil davenport president and chief executive officer joseph m blanchard vice president engineering malcolm a hammerton vice president software and douglas r wheeland vice president hardware,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
all came from cray research,0,O O O O O
cray computer which currently employs people said it expects a work force of by the end of,0,O O O O O O O O O O O O O O O O O
john r stevens years old was named senior executive vice president and chief operating officer both new positions,0,O O O O O O O O O O O O O O O O O O
he will continue to report to donald pardus president and chief executive officer,0,O O O O O O O O O O O O O
mr stevens was executive vice president of this electricutility holding company,0,O O O O O O O O O O O
arthur a hatch was named executive vice president of the company,0,O O O O O O O O O O O
he was previously president of the companys eastern edison co unit,0,O O O O O O O O O O O
john d carney was named to succeed mr hatch as president of eastern edison,0,O O O O O O O O O O O O O O
previously he was vice president of eastern edison,0,O O O O O O O O
robert p tassinari was named senior vice president of eastern utilities,0,O O O O O O O O O O O
he was previously vice president,0,O O O O O
the us claiming some success in its trade diplomacy removed south korea taiwan and saudi arabia from a list of countries it is closely watching for allegedly failing to honor us patents copyrights and other intellectualproperty rights,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
however five other countries china thailand india brazil and mexico will remain on that socalled priority watch list as a result of an interim review us trade representative carla hills announced,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
under the new us trade law those countries could face accelerated unfairtrade investigations and stiff trade sanctions if they dont improve their protection of intellectual property by next spring,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mrs hills said many of the countries that she placed under varying degrees of scrutiny have made genuine progress on this touchy issue,0,O O O O O O O O O O O O O O O O O O O O O O O
us trade negotiators argue that countries with inadequate protections for intellectualproperty rights could be hurting themselves by discouraging their own scientists and authors and by deterring us hightechnology firms from investing or marketing their best products there,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mrs hills lauded south korea for creating an intellectualproperty task force and special enforcement teams of police officers and prosecutors trained to pursue movie and book pirates,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
seoul also has instituted effective searchandseizure procedures to aid these teams she said,0,O O O O O O O O O O O O O
taiwan has improved its standing with the us by initialing a bilateral copyright agreement amending its trademark law and introducing legislation to protect foreign movie producers from unauthorized showings of their films,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
that measure could compel taipeis growing number of small videoviewing parlors to pay movie producers for showing their films,0,O O O O O O O O O O O O O O O O O O O
saudi arabia for its part has vowed to enact a copyright law compatible with international standards and to apply the law to computer software as well as to literary works mrs hills said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
these three countries arent completely off the hook though,0,O O O O O O O O O
they will remain on a lowerpriority list that includes other countries,0,O O O O O O O O O O O
those countries including japan italy canada greece and spain are still of some concern to the us but are deemed to pose lessserious problems for american patent and copyright owners than those on the priority list,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
gary hoffman a washington lawyer specializing in intellectualproperty cases said the threat of us retaliation combined with a growing recognition that protecting intellectual property is in a countrys own interest prompted the improvements made by south korea taiwan and saudi arabia what this tells us is that us trade law is working he said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
he said mexico could be one of the next countries to be removed from the priority list because of its efforts to craft a new patent law,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
mrs hills said that the us is still concerned about disturbing developments in turkey and continuing slow progress in malaysia she didnt elaborate although earlier us trade reports have complained of videocassette piracy in malaysia and disregard for us pharmaceutical patents in turkey,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the trade act requires mrs hills to issue another review of the performance of these countries by april,0,O O O O O O O O O O O O O O O O O O
so far mrs hills hasnt deemed any cases bad enough to merit an accelerated investigation under the socalled special provision of the act,0,O O O O O O O O O O O O O O O O O O O O O O O
the declaration by economy minister nestor rapanelli is believed to be the first time such an action has been called for by an argentine official of such stature,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the latin american nation has paid very little on its debt since early last year,0,O O O O O O O O O O O O O O O
mr rapanelli met in august with us assistant treasury secretary david mulford,0,O O O O O O O O O O O O
argentine negotiator carlos carballo was in washington and new york this week to meet with banks,0,O O O O O O O O O O O O O O O O
mr rapanelli recently has said the government of president carlos menem who took office july feels a significant reduction of principal and interest is the only way the debt problem may be solved,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
but he has not said before that the country wants half the debt forgiven,0,O O O O O O O O O O O O O O
three computers that changed the face of personal computing were launched in,0,O O O O O O O O O O O O
that year the apple ii commodore pet and tandy trs came to market,0,O O O O O O O O O O O O O
the computers were crude by todays standards,0,O O O O O O O
apple ii owners for example had to use their television sets as screens and stored data on audiocassettes,0,O O O O O O O O O O O O O O O O O O
but apple ii was a major advance from apple i which was built in a garage by stephen wozniak and steven jobs for hobbyists such as the homebrew computer club,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
crude as they were these early pcs triggered explosive product development in desktop models for the home and office,0,O O O O O O O O O O O O O O O O O O O
big mainframe computers for business had been around for years,0,O O O O O O O O O O
but the new pcs unlike earlier builtfromkit types such as the altair sol and imsai had keyboards and could store about two pages of data in their memories,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
current pcs are more than times faster and have memory capacity times greater than their counterparts,0,O O O O O O O O O O O O O O O O
there were many pioneer pc contributors,0,O O O O O O
william gates and paul allen in developed an early languagehousekeeper system for pcs and gates became an industry billionaire six years after ibm adapted one of these versions in,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
alan f shugart currently chairman of seagate technology led the team that developed the disk drives for pcs,0,O O O O O O O O O O O O O O O O O O
dennis hayes and dale heatherington two atlanta engineers were codevelopers of the internal modems that allow pcs to share data via the telephone,0,O O O O O O O O O O O O O O O O O O O O O O O
ibm the world leader in computers didnt offer its first pc until august as many other companies entered the market,0,O O O O O O O O O O O O O O O O O O O O
kalipharma is a new jerseybased pharmaceuticals concern that sells products under the purepac label,0,O O O O O O O O O O O O O O
oil production from australias bass strait fields will be raised by barrels a day to about barrels with the launch of the whiting field the first of five small fields scheduled to be brought into production before the end of,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
esso australia ltd a unit of new yorkbased exxon corp and broken hill pty operate the fields in a joint venture,0,O O O O O O O O O O O O O O O O O O O O O
esso said the whiting field started production tuesday,0,O O O O O O O O
output will be gradually increased until it reaches about barrels a day,0,O O O O O O O O O O O O
the field has reserves of million barrels,0,O O O O O O O
reserves for the five new fields total million barrels,0,O O O O O O O O O
the perch and dolphin fields are expected to start producing early next year and the seahorse and tarwhine fields later next year,0,O O O O O O O O O O O O O O O O O O O O O O
esso said the fields were developed after the australian government decided in to make the first million barrels from new fields free of excise tax,0,O O O O O O O O O O O O O O O O O O O O O O O O O
following the acquisition of rp scherer by a buyout group led by shearson lehman hutton earlier this year the maker of gelatin capsules decided to divest itself of certain of its nonencapsulating businesses,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the sale of southern optical is a part of the program,0,O O O O O O O O O O O
the white house said president bush has approved dutyfree treatment for imports of certain types of watches that arent produced in significant quantities in the us the virgin islands and other us possessions,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the action came in response to a petition filed by timex inc for changes in the us generalized system of preferences for imports from developing nations,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
previously watch imports were denied such dutyfree treatment,0,O O O O O O O O
timex had requested dutyfree treatment for many types of watches covered by different us tariff classifications,0,O O O O O O O O O O O O O O O O
timex is a major us producer and seller of watches including lowpriced batteryoperated watches assembled in the philippines and other developing nations covered by the us tariff preferences,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
us trade officials said the philippines and thailand would be the main beneficiaries of the presidents action,0,O O O O O O O O O O O O O O O O O
magna international inc s chief financial officer james mcalpine resigned and its chairman frank stronach is stepping in to help turn the automotiveparts manufacturer around the company said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mr stronach will direct an effort to reduce overhead and curb capital spending until a more satisfactory level of profit is achieved and maintained magna said,0,O O O O O O O O O O O O O O O O O O O O O O O O O O
stephen akerfeldt currently vice president finance will succeed mr mcalpine,0,O O O O O O O O O O
an ambitious expansion has left magna with excess capacity and a heavy debt load as the automotive industry enters a downturn,0,O O O O O O O O O O O O O O O O O O O O O
the company has reported declines in operating profit in each of the past three years despite steady sales growth,0,O O O O O O O O O O O O O O O O O O O
mr stronach founder and controlling shareholder of magna resigned as chief executive officer last year to seek unsuccessfully a seat in canadas parliament,0,O O O O O O O O O O O O O O O O O O O O O O O
analysts said mr stronach wants to resume a more influential role in running the company,0,O O O O O O O O O O O O O O O
they expect him to cut costs throughout the organization,0,O O O O O O O O O
the company said mr stronach will personally direct the restructuring assisted by manfred gingl president and chief executive,0,O O O O O O O O O O O O O O O O O O
neither they nor mr mcalpine could be reached for comment,0,O O O O O O O O O O
magna said mr mcalpine resigned to pursue a consulting career with magna as one of his clients,0,O O O O O O O O O O O O O O O O O
lord chilver yearold chairman of english china clays plc was named a nonexecutive director of this british chemical company,0,O O O O O O O O O O O O O O O O O O O
the purchases show the strong interest of japanese investors in us mortgagebased instruments fannie maes chairman david o maxwell said at a news conference,0,O O O O O O O O O O O O O O O O O O O O O O O O
the rest went to investors from france and hong kong,0,O O O O O O O O O O
that fund was put together by blackstone group a new york investment bank,0,O O O O O O O O O O O O O
the latest two funds were assembled jointly by goldman sachs co of the us and japans daiwa securities co,0,O O O O O O O O O O O O O O O O O O O
the new sevenyear funds one offering a fixedrate return and the other with a floatingrate return linked to the london interbank offered rate offer two key advantages to japanese investors,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
first they are designed to eliminate the risk of prepayment mortgagebacked securities can be retired early if interest rates decline and such prepayment forces investors to redeploy their money at lower rates,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
second they channel monthly mortgage payments into semiannual payments reducing the administrative burden on investors,0,O O O O O O O O O O O O O O O
james l pate yearold executive vice president was named a director of this oil concern expanding the board to members,0,O O O O O O O O O O O O O O O O O O O O
ltv corp said a federal bankruptcy court judge agreed to extend until march the period in which the steel aerospace and energy products company has the exclusive right to file a reorganization plan,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the company is operating under chapter of the federal bankruptcy code giving it court protection from creditors lawsuits while it attempts to work out a plan to pay its debts,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
italian chemical giant montedison sp,0,O O O O O
the offer advertised in todays editions of the wall street journal is scheduled to expire at the end of november,0,O O O O O O O O O O O O O O O O O O O O
the offer is being launched pursuant to a previously announced agreement between the companies,0,O O O O O O O O O O O O O O
the total marks the sixth consecutive monthly decline,0,O O O O O O O O
the protracted downturn reflects the intensity of bank of japan yensupport intervention since june when the us currency temporarily surged above the yen level,0,O O O O O O O O O O O O O O O O O O O O O O O O
pick a country any country,0,O O O O O
its the latest investment craze sweeping wall street a rash of new closedend country funds those publicly traded portfolios that invest in stocks of a single foreign country,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
no fewer than country funds have been launched or registered with regulators this year triple the level of all of according to charles e simon co a washingtonbased research firm,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the turf recently has ranged from chile to austria to portugal,0,O O O O O O O O O O O
next week the philippine funds launch will be capped by a visit by philippine president corazon aquino the first time a head of state has kicked off an issue at the big board here,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
the next province anythings possible how about the new guinea fund quips george foot a managing partner at newgate management associates of northampton mass,0,O O O O O O O O O O O O O O O O O O O O O O O O
the recent explosion of country funds mirrors the closedend fund mania of the s mr foot says when narrowly focused funds grew wildly popular,0,O O O O O O O O O O O O O O O O O O O O O O O O
they fell into oblivion after the crash,0,O O O O O O O
unlike traditional openend mutual funds most of these onecountry portfolios are the closedend type issuing a fixed number of shares that trade publicly,0,O O O O O O O O O O O O O O O O O O O O O O O
the surge brings to nearly the number of country funds that are or soon will be listed in new york or london,0,O O O O O O O O O O O O O O O O O O O O O O
these funds now account for several billions of dollars in assets,0,O O O O O O O O O O O
behind all the hoopla is some heavyduty competition,0,O O O O O O O O
as individual investors have turned away from the stock market over the years securities firms have scrambled to find new products that brokers find easy to sell,0,O O O O O O O O O O O O O O O O O O O O O O O O O O O
and the firms are stretching their nets far and wide to do it,0,O O O O O O O O O O O O O
financial planners often urge investors to diversify and to hold a smattering of international securities,0,O O O O O O O O O O O O O O O
and many emerging markets have outpaced more mature markets such as the us and japan,0,O O O O O O O O O O O O O O O
country funds offer an easy way to get a taste of foreign stocks without the hard research of seeking out individual companies,0,O O O O O O O O O O O O O O O O O O O O O O
